id,mode,language,level,scenario,prompt
tutor_auto_0372,tutor,vietnamese,intermediate,how are you? (to a friend),Explain the phrase 'How are you?' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0373,tutor,arabic,beginner,hello (to an elder),"Teach how to say 'Hello' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0374,tutor,german,intermediate,thank you (casual),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0375,tutor,arabic,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0376,tutor,swahili,beginner,thank you (to an elder),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0377,tutor,arabic,intermediate,hello (in the morning),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0378,tutor,german,intermediate,thank you (at school),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0379,tutor,french,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0380,tutor,german,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in German, include register differences and 2 practice sentences."
tutor_auto_0381,tutor,portuguese,intermediate,hello (in the morning),Explain the phrase 'Hello' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0382,tutor,spanish,advanced,good morning (casual),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0383,tutor,french,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0384,tutor,hausa,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0385,tutor,vietnamese,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0386,tutor,arabic,intermediate,hello (at school),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0387,tutor,spanish,intermediate,thank you (at school),Explain the phrase 'Thank you' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0388,tutor,igbo,intermediate,hello (in the morning),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0389,tutor,german,beginner,i am learning (at school),"Teach how to say 'I am learning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0390,tutor,arabic,intermediate,hello (to a friend),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0391,tutor,spanish,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0392,tutor,arabic,beginner,hello (formal),"Teach how to say 'Hello' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0393,tutor,french,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0394,tutor,portuguese,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0395,tutor,german,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0396,tutor,hausa,beginner,thank you (casual),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0397,tutor,hausa,advanced,good morning (in the morning),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0398,tutor,french,beginner,hello (to a stranger),"Teach how to say 'Hello' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0399,tutor,portuguese,intermediate,thank you (at school),Explain the phrase 'Thank you' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0400,tutor,german,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0401,tutor,hausa,beginner,thank you (to an elder),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0402,tutor,igbo,intermediate,hello (formal),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0403,tutor,french,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in French, include register differences and 2 practice sentences."
tutor_auto_0404,tutor,german,beginner,thank you (to a stranger),"Teach how to say 'Thank you' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0405,tutor,portuguese,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0406,tutor,spanish,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0407,tutor,spanish,beginner,thank you (to an elder),"Teach how to say 'Thank you' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0408,tutor,french,beginner,good morning (in the morning),"Teach how to say 'Good morning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0409,tutor,german,intermediate,how are you? (to an elder),Explain the phrase 'How are you?' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0410,tutor,igbo,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0411,tutor,vietnamese,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0412,tutor,swahili,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0413,tutor,swahili,intermediate,hello (in a shop),Explain the phrase 'Hello' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0414,tutor,igbo,intermediate,hello (to a friend),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0415,tutor,arabic,advanced,i am learning (to a stranger),"Provide advanced usage of 'I am learning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0416,tutor,swahili,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0417,tutor,swahili,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0418,tutor,yoruba,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0419,tutor,german,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0420,tutor,vietnamese,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0421,tutor,yoruba,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0422,tutor,spanish,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0423,tutor,swahili,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0424,tutor,portuguese,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0425,tutor,french,beginner,hello (casual),"Teach how to say 'Hello' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0426,tutor,vietnamese,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0427,tutor,french,beginner,thank you (to an elder),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0428,tutor,swahili,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0429,tutor,french,beginner,i am learning (at school),"Teach how to say 'I am learning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0430,tutor,portuguese,intermediate,good morning (casual),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0431,tutor,german,beginner,i am learning (at school),"Teach how to say 'I am learning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0432,tutor,vietnamese,beginner,thank you (casual),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0433,tutor,vietnamese,beginner,hello (in the morning),"Teach how to say 'Hello' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0434,tutor,portuguese,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0435,tutor,spanish,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0436,tutor,igbo,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0437,tutor,german,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0438,tutor,portuguese,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0439,tutor,portuguese,advanced,thank you (to a friend),"Provide advanced usage of 'Thank you' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0440,tutor,arabic,advanced,hello (formal),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0441,tutor,swahili,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0442,tutor,vietnamese,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0443,tutor,portuguese,intermediate,thank you (casual),Explain the phrase 'Thank you' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0444,tutor,igbo,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0445,tutor,german,beginner,hello (to an elder),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0446,tutor,hausa,intermediate,i am learning (in the morning),Explain the phrase 'I am learning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0447,tutor,igbo,beginner,how are you? (formal),"Teach how to say 'How are you?' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0448,tutor,vietnamese,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0449,tutor,swahili,beginner,good morning (to a friend),"Teach how to say 'Good morning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0450,tutor,vietnamese,beginner,hello (to a friend),"Teach how to say 'Hello' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0451,tutor,french,beginner,thank you (to an elder),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0452,tutor,german,intermediate,i am learning (formal),Explain the phrase 'I am learning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0453,tutor,french,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0454,tutor,yoruba,beginner,i am learning (casual),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0455,tutor,portuguese,beginner,i am learning (at school),"Teach how to say 'I am learning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0456,tutor,german,intermediate,good morning (casual),Explain the phrase 'Good morning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0457,tutor,yoruba,beginner,good morning (in the morning),"Teach how to say 'Good morning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0458,tutor,german,intermediate,hello (to a friend),Explain the phrase 'Hello' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0459,tutor,yoruba,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0460,tutor,german,beginner,how are you? (casual),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0461,tutor,hausa,advanced,thank you (formal),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0462,tutor,spanish,beginner,hello (formal),"Teach how to say 'Hello' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0463,tutor,arabic,beginner,thank you (in a shop),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0464,tutor,yoruba,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0465,tutor,swahili,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0466,tutor,french,beginner,hello (to a friend),"Teach how to say 'Hello' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0467,tutor,hausa,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0468,tutor,arabic,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0469,tutor,german,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0470,tutor,french,advanced,i am learning (to a stranger),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0471,tutor,vietnamese,advanced,good morning (casual),"Provide advanced usage of 'Good morning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0472,tutor,yoruba,advanced,how are you? (casual),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0473,tutor,vietnamese,intermediate,hello (formal),Explain the phrase 'Hello' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0474,tutor,yoruba,advanced,hello (to an elder),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0475,tutor,spanish,intermediate,hello (in a shop),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0476,tutor,spanish,beginner,good morning (formal),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0477,tutor,yoruba,beginner,hello (to a friend),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0478,tutor,yoruba,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0479,tutor,igbo,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0480,tutor,vietnamese,beginner,thank you (formal),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0481,tutor,spanish,advanced,hello (at school),"Provide advanced usage of 'Hello' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0482,tutor,arabic,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0483,tutor,spanish,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0484,tutor,spanish,beginner,thank you (to a stranger),"Teach how to say 'Thank you' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0485,tutor,spanish,advanced,how are you? (to an elder),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0486,tutor,german,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0487,tutor,hausa,beginner,i am learning (formal),"Teach how to say 'I am learning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0488,tutor,french,beginner,thank you (casual),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0489,tutor,igbo,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0490,tutor,german,intermediate,hello (to an elder),Explain the phrase 'Hello' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0491,tutor,igbo,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0492,tutor,spanish,beginner,good morning (in a shop),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0493,tutor,german,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0494,tutor,spanish,intermediate,i am learning (in a shop),Explain the phrase 'I am learning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0495,tutor,hausa,beginner,good morning (at school),"Teach how to say 'Good morning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0496,tutor,spanish,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0497,tutor,swahili,advanced,good morning (in the morning),"Provide advanced usage of 'Good morning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0498,tutor,hausa,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0499,tutor,german,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0500,tutor,french,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0501,tutor,portuguese,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0502,tutor,igbo,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0503,tutor,igbo,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0504,tutor,french,intermediate,how are you? (formal),Explain the phrase 'How are you?' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0505,tutor,french,beginner,hello (to a friend),"Teach how to say 'Hello' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0506,tutor,igbo,intermediate,i am learning (to an elder),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0507,tutor,french,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in French, include register differences and 2 practice sentences."
tutor_auto_0508,tutor,vietnamese,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0509,tutor,german,intermediate,how are you? (casual),Explain the phrase 'How are you?' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0510,tutor,french,beginner,how are you? (at school),"Teach how to say 'How are you?' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0511,tutor,arabic,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0512,tutor,yoruba,intermediate,hello (in a shop),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0513,tutor,yoruba,advanced,thank you (in a shop),"Provide advanced usage of 'Thank you' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0514,tutor,arabic,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0515,tutor,yoruba,beginner,hello (to a stranger),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0516,tutor,swahili,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0517,tutor,portuguese,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0518,tutor,spanish,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0519,tutor,arabic,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0520,tutor,arabic,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0521,tutor,portuguese,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0522,tutor,arabic,advanced,good morning (at school),"Provide advanced usage of 'Good morning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0523,tutor,swahili,advanced,good morning (in the morning),"Provide advanced usage of 'Good morning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0524,tutor,yoruba,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0525,tutor,yoruba,advanced,hello (to a stranger),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0526,tutor,spanish,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0527,tutor,hausa,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0528,tutor,hausa,advanced,thank you (formal),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0529,tutor,arabic,beginner,i am learning (casual),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0530,tutor,portuguese,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0531,tutor,french,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0532,tutor,vietnamese,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0533,tutor,arabic,advanced,hello (to an elder),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0534,tutor,swahili,intermediate,good morning (in the morning),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0535,tutor,yoruba,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0536,tutor,yoruba,advanced,hello (at school),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0537,tutor,arabic,intermediate,i am learning (in the morning),Explain the phrase 'I am learning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0538,tutor,igbo,intermediate,i am learning (casual),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0539,tutor,arabic,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0540,tutor,vietnamese,advanced,hello (formal),"Provide advanced usage of 'Hello' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0541,tutor,yoruba,intermediate,hello (in a shop),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0542,tutor,igbo,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0543,tutor,swahili,beginner,good morning (formal),"Teach how to say 'Good morning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0544,tutor,spanish,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0545,tutor,portuguese,intermediate,how are you? (to an elder),Explain the phrase 'How are you?' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0546,tutor,german,intermediate,i am learning (at school),Explain the phrase 'I am learning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0547,tutor,portuguese,intermediate,good morning (at school),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0548,tutor,yoruba,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0549,tutor,vietnamese,beginner,how are you? (formal),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0550,tutor,spanish,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0551,tutor,arabic,advanced,hello (at school),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0552,tutor,igbo,intermediate,hello (in the morning),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0553,tutor,yoruba,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0554,tutor,german,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0555,tutor,igbo,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0556,tutor,hausa,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0557,tutor,igbo,beginner,hello (in a shop),"Teach how to say 'Hello' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0558,tutor,yoruba,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
